ID,Day,Date,Time,Latitude,Longitude,DepthInKilo,Magnitude,Quality,DistanceInKilo,Direction,Volcano
270,Friday,30/09/2016,12:09:18,63.623,-19.105,0,3.6,99,4.8,N,Grenivík
271,Friday,30/09/2016,12:07:37,63.62,-19.111,0,3.6,99,4.4,N,Hábunga
272,Friday,30/09/2016,12:02:37,63.619,-19.176,1.1,2.2,90.07,4.3,ESE,Goðabunga
273,Friday,30/09/2016,12:02:36,63.625,-19.112,0.1,2.9,99,5.1,N,Hábunga
274,Friday,30/09/2016,11:59:45,64.796,-16.903,3.1,0.3,99,14.5,E,Kistufell
275,Friday,30/09/2016,11:37:37,64.396,-17.344,3.6,0.8,99,3.5,WSW,Grímsfjall
276,Friday,30/09/2016,11:27:04,65.193,-16.282,0.1,0.7,99,2.3,W,Herðubreiðarlindir
277,Friday,30/09/2016,11:07:16,63.614,-19.108,0.1,1.3,99,3.8,N,Hábunga
278,Friday,30/09/2016,11:06:23,63.622,-19.101,0.1,1.4,99,4.7,N,Hábunga
279,Friday,30/09/2016,11:03:35,63.625,-19.128,1.1,0.1,71.16,5.2,NNW,Hábunga
280,Friday,30/09/2016,10:39:06,65.025,-16.674,3,0.2,99,3.5,WSW,Dreki
281,Friday,30/09/2016,10:22:23,64.681,-17.459,3.4,0.4,99,5.6,NE,Bárðarbunga
282,Friday,30/09/2016,9:57:38,63.621,-19.119,0.1,1.5,99,4.7,NNW,Hábunga
283,Friday,30/09/2016,9:55:40,63.625,-19.115,0.1,1.5,99,5.1,N,Hábunga
284,Friday,30/09/2016,9:53:17,63.621,-19.117,0.1,1,99,4.7,N,Hábunga
285,Friday,30/09/2016,9:48:09,63.99,-20.697,7,0.3,99,3.5,SSW,Hestfjall
286,Friday,30/09/2016,9:43:10,63.936,-21.702,10.1,0.4,99,5.9,SSW,Bláfjallaskáli
287,Friday,30/09/2016,9:40:01,63.947,-21.048,7.1,0.2,99,2.3,WNW,Selfoss
288,Friday,30/09/2016,9:37:27,63.614,-19.123,0.1,1.4,99,4,NNW,Hábunga
289,Friday,30/09/2016,9:18:46,63.636,-19.102,0.1,1.8,99,6.2,N,Hábunga
290,Friday,30/09/2016,9:12:14,63.641,-19.111,0.1,0.9,99,6.8,N,Hábunga
291,Friday,30/09/2016,9:11:16,63.638,-19.107,0.1,1.1,99,6.5,N,Hábunga
292,Friday,30/09/2016,8:59:04,63.621,-19.109,0.1,1.4,99,4.6,N,Hábunga
293,Friday,30/09/2016,8:45:21,63.623,-19.084,0.1,2,99,4.8,N,Hábunga
294,Friday,30/09/2016,8:40:49,63.619,-19.119,0.1,2,99,4.4,NNW,Eyjafjallajökull
295,Friday,30/09/2016,7:36:46,63.621,-19.119,1.1,0.3,46.98,4.7,NNW,Hábunga
296,Friday,30/09/2016,7:27:33,63.617,-19.109,0.1,1.6,99,4.1,N,Hábunga
297,Friday,30/09/2016,7:08:28,63.623,-19.112,0.1,1.4,99,4.8,N,Hábunga
298,Friday,30/09/2016,7:04:21,63.624,-19.105,0.1,1.6,99,4.9,N,Hábunga
299,Friday,30/09/2016,6:59:51,63.838,-22.651,8,0.7,99,5,NNE,Reykjanestá
300,Friday,30/09/2016,6:40:55,63.623,-19.127,0,1.5,99,5,NNW,Hábunga
301,Friday,30/09/2016,6:39:26,63.621,-19.111,0,1.6,99,4.6,N,Hábunga
302,Friday,30/09/2016,6:32:35,63.624,-19.108,0,0.7,99,5,N,Hábunga
303,Friday,30/09/2016,6:31:55,63.623,-19.11,0,1.5,99,4.8,N,Hábunga
304,Friday,30/09/2016,6:30:53,63.623,-19.126,0.1,1.3,99,5,NNW,Hábunga
305,Friday,30/09/2016,6:30:14,63.622,-19.114,0,0.5,99,4.7,N,Hábunga
306,Friday,30/09/2016,6:28:30,63.615,-19.136,1,0.3,59.99,4.3,NNW,Hábunga
307,Friday,30/09/2016,6:08:46,63.626,-19.127,0.1,1.5,99,5.3,NNW,Hábunga
308,Friday,30/09/2016,5:57:48,63.624,-19.113,1.1,0.5,99,4.9,N,Hábunga
309,Friday,30/09/2016,5:56:37,63.623,-19.116,0.1,1.6,99,4.8,N,Hábunga
310,Friday,30/09/2016,5:51:46,63.62,-19.129,0.2,0.4,99,4.7,NNW,Hábunga
311,Friday,30/09/2016,5:43:35,63.613,-19.16,0,2.4,99,4.7,NW,Hábunga
312,Friday,30/09/2016,5:32:10,65.028,-16.672,3.7,0.6,99,3.4,WSW,Dreki
313,Friday,30/09/2016,5:31:47,65.024,-16.673,3.2,0.7,99,3.6,WSW,Dreki
314,Friday,30/09/2016,5:23:35,63.617,-19.139,0.1,0.5,99,4.6,NNW,Hábunga
315,Friday,30/09/2016,5:17:02,63.621,-19.122,0.1,1.2,99,4.7,NNW,Hábunga
316,Friday,30/09/2016,5:09:56,63.885,-22.298,0.1,0.5,99,2.2,SSW,Fagradalsfjall
317,Friday,30/09/2016,4:46:50,63.625,-19.123,0.1,0.8,99,5.1,NNW,Hábunga
318,Friday,30/09/2016,4:45:44,63.624,-19.125,0.1,1.2,99,5,NNW,Hábunga
319,Friday,30/09/2016,4:44:38,63.619,-19.128,1.1,0.3,44.26,4.5,NNW,Hábunga
320,Friday,30/09/2016,4:41:55,63.617,-19.139,0.1,3.6,99,4.6,NNW,Hábunga
321,Friday,30/09/2016,4:40:57,63.619,-19.141,0.1,3.1,99,4.7,NNW,Hábunga
322,Friday,30/09/2016,4:39:09,63.615,-19.156,1.1,0.5,79.4,4.8,NW,Hábunga
323,Friday,30/09/2016,4:38:22,63.62,-19.149,0.1,1.9,99,5.1,NNW,Hábunga
324,Friday,30/09/2016,4:38:01,63.622,-19.14,0.1,1.2,99,5,NNW,Hábunga
325,Friday,30/09/2016,4:34:19,63.618,-19.152,0.1,0.7,99,5,NNW,Hábunga
326,Friday,30/09/2016,4:31:56,63.62,-19.135,0.1,1.3,99,4.8,NNW,Hábunga
327,Friday,30/09/2016,4:30:47,63.619,-19.137,0.1,2.6,99,4.7,NNW,Hábunga
328,Friday,30/09/2016,4:19:14,63.623,-19.109,0.1,1.7,99,4.8,N,Hábunga
329,Friday,30/09/2016,4:11:03,63.623,-19.112,0.1,1.9,99,4.8,N,Hábunga
330,Friday,30/09/2016,3:48:23,63.867,-22.294,7.8,0.9,99,4,SSW,Fagradalsfjall
331,Friday,30/09/2016,3:34:04,63.621,-19.112,0.1,1.6,99,4.6,N,Hábunga
332,Friday,30/09/2016,3:32:55,63.621,-19.117,0.1,1.2,99,4.6,N,Hábunga
333,Friday,30/09/2016,3:26:27,63.618,-19.138,0.1,0.6,99,4.7,NNW,Hábunga
334,Friday,30/09/2016,3:25:55,63.616,-19.114,1.1,0.9,90.04,4.1,N,Hábunga
335,Friday,30/09/2016,3:20:22,63.628,-19.097,0.1,0.6,99,5.4,N,Hábunga
336,Friday,30/09/2016,3:19:05,63.624,-19.131,0.1,1,99,5.1,NNW,Hábunga
337,Friday,30/09/2016,3:15:37,63.625,-19.126,0.1,0.8,99,5.2,NNW,Hábunga
338,Friday,30/09/2016,3:08:21,63.624,-19.188,0.1,0.3,99,3.5,ESE,Goðabunga
339,Friday,30/09/2016,3:06:44,63.626,-19.13,0.1,1.2,99,5.4,NNW,Þeistareykir
340,Friday,30/09/2016,2:50:15,63.625,-19.12,0.1,1,99,5.1,N,Hábunga
341,Friday,30/09/2016,2:45:00,63.628,-19.106,0.1,0.9,99,5.4,N,Hábunga
342,Friday,30/09/2016,2:43:55,63.628,-19.093,0.1,2.2,99,5.4,N,Hábunga
343,Friday,30/09/2016,2:43:07,63.627,-19.099,0.1,3.2,99,5.2,N,Hábunga
344,Friday,30/09/2016,2:29:35,63.623,-19.121,0.1,1.2,99,4.9,NNW,Hábunga
345,Friday,30/09/2016,2:26:51,63.616,-19.113,0.1,0.5,99,4,N,Hábunga
346,Friday,30/09/2016,2:26:27,63.623,-19.118,0.1,0.8,99,4.8,N,Hábunga
347,Friday,30/09/2016,2:26:05,63.626,-19.131,0.1,0.9,99,5.3,NNW,Hábunga
348,Friday,30/09/2016,2:22:45,63.623,-19.129,0.1,1.6,99,5,NNW,Hábunga
349,Friday,30/09/2016,2:14:12,63.696,-19.459,1.1,0.8,90.01,2.4,NNE,Básar
350,Friday,30/09/2016,2:14:09,63.622,-19.125,0.1,2.3,99,4.8,NNW,Hábunga
351,Friday,30/09/2016,2:11:41,63.621,-19.121,0.1,0.5,99,4.7,NNW,Hábunga
352,Friday,30/09/2016,2:07:11,63.606,-19.084,1.1,1,90.03,3,NNE,Hábunga
353,Friday,30/09/2016,2:05:03,63.621,-19.094,0.1,2,99,4.5,N,Hábunga
354,Friday,30/09/2016,2:04:16,63.622,-19.131,0.1,1.4,99,4.9,NNW,Hábunga
355,Friday,30/09/2016,2:02:48,64.653,-17.398,2.5,0.7,99,6.3,ENE,Bárðarbunga
356,Friday,30/09/2016,2:01:07,64.679,-17.389,0.5,1.7,99,7.9,ENE,Bárðarbunga
357,Friday,30/09/2016,1:53:21,66.636,-17.901,11.5,1.3,99,11.5,NNE,Grímsey
358,Friday,30/09/2016,1:48:22,63.912,-21.977,7.4,0.7,99,5.1,ENE,Krýsuvík
359,Friday,30/09/2016,1:46:32,63.912,-21.97,6.6,1.1,99,5.4,ENE,Krýsuvík
360,Friday,30/09/2016,1:33:13,63.628,-19.133,0.1,0.5,99,5.5,NNW,Hábunga
361,Friday,30/09/2016,1:31:03,63.622,-19.123,0.1,2.9,99,4.8,NNW,Hábunga
362,Friday,30/09/2016,1:23:30,64.824,-16.888,5.7,0.6,99,15.9,ENE,Kistufell
363,Friday,30/09/2016,1:18:40,63.618,-19.112,1.1,1.2,90.03,4.3,N,Hábunga
364,Friday,30/09/2016,1:18:40,63.639,-19.098,0.1,2.4,99,6.5,N,Hábunga
365,Friday,30/09/2016,1:17:26,63.891,-22.076,4.1,0.7,99,0.7,NW,Krýsuvík
366,Friday,30/09/2016,1:16:57,63.631,-19.109,7.1,0.5,35.85,5.7,N,Hábunga
367,Friday,30/09/2016,1:15:40,63.64,-19.122,0,0.2,99,6.3,E,Goðabunga
368,Friday,30/09/2016,1:15:21,63.634,-19.112,0,0.4,99,6,N,Hábunga
369,Friday,30/09/2016,1:14:34,63.639,-19.099,0.1,0.5,99,6.5,N,Hábunga
370,Friday,30/09/2016,1:14:28,63.624,-19.088,0.1,0.3,99,4.9,N,Hábunga
371,Friday,30/09/2016,1:13:24,63.637,-19.114,0.1,0.3,99,6.3,N,Hábunga
372,Friday,30/09/2016,1:13:02,64.509,-17.712,12.3,1.4,99,5.3,ENE,Hamarinn
373,Friday,30/09/2016,1:12:08,64.816,-16.893,6.7,0.3,99,15.4,ENE,Kistufell
374,Friday,30/09/2016,1:10:20,63.635,-19.117,0.1,0.5,99,6.2,N,Hábunga
375,Friday,30/09/2016,1:09:59,63.631,-19.133,0.3,0.4,99,5.9,NNW,Hábunga
376,Friday,30/09/2016,1:09:49,63.626,-19.104,0.1,0.6,99,5.1,N,Hábunga
377,Friday,30/09/2016,1:07:12,63.625,-19.138,0.1,1,99,5.3,NNW,Hábunga
378,Friday,30/09/2016,1:02:40,63.62,-19.111,0.1,2.5,99,4.5,N,Hábunga
379,Friday,30/09/2016,0:58:19,63.625,-19.124,0.1,1.2,99,5.1,NNW,Hábunga
380,Friday,30/09/2016,0:55:06,63.625,-19.122,0.1,1.5,99,5.1,NNW,Hábunga
381,Friday,30/09/2016,0:50:01,63.62,-19.082,1.8,0.6,99,4.6,NNE,Hábunga
382,Friday,30/09/2016,0:47:21,63.64,-19.162,0.1,1.4,99,4.3,E,Goðabunga
383,Friday,30/09/2016,0:44:01,63.619,-19.103,0.1,0.7,99,4.4,N,Hábunga
384,Friday,30/09/2016,0:39:23,63.621,-19.109,0,1.7,99,4.6,N,Hábunga
385,Friday,30/09/2016,0:37:09,63.622,-19.12,0.1,1.9,99,4.8,NNW,Hábunga
386,Friday,30/09/2016,0:33:04,63.623,-19.117,0.1,0.7,99,4.9,N,Hábunga
387,Friday,30/09/2016,0:15:19,64.628,-17.467,0.1,0.8,99,3.2,ESE,Bárðarbunga
388,Friday,30/09/2016,0:05:20,63.627,-19.124,0.1,0.9,99,5.4,NNW,Hábunga
389,Friday,30/09/2016,0:01:52,63.621,-19.128,0.1,2.7,99,4.8,NNW,Hábunga
390,Friday,30/09/2016,23:42:01,63.622,-19.124,0.1,0.4,99,4.9,NNW,Hábunga
391,Friday,30/09/2016,23:41:01,63.626,-19.126,0.1,0.1,99,5.3,NNW,Hábunga
392,Friday,30/09/2016,23:37:45,63.624,-19.099,0.1,0.2,99,4.9,N,Hábunga
393,Friday,30/09/2016,23:24:19,63.619,-19.101,0.1,0.6,99,4.3,N,Hábunga
394,Friday,30/09/2016,23:13:40,63.624,-19.1,0.1,0.5,99,4.8,N,Hábunga
395,Friday,30/09/2016,23:12:52,63.625,-19.11,0.1,0.6,99,5.1,N,Hábunga
396,Friday,30/09/2016,23:02:16,63.624,-19.106,0.1,0.9,99,4.9,N,Hábunga
398,Monday,3/10/2016,19:11:37,64.766,-17.86,4,1.3,63.22,10.8,ENE,Nýidalur
399,Monday,3/10/2016,18:49:39,66.572,-17.659,1.1,0.2,79.12,15.9,ENE,Grímsey
400,Monday,3/10/2016,17:51:37,64.681,-17.47,1.1,1.6,74.28,5.3,NNE,Bárðarbunga
401,Monday,3/10/2016,16:36:04,64.657,-17.426,0.6,0.7,36.11,5.2,ENE,Bárðarbunga
402,Monday,3/10/2016,15:50:05,65.165,-16.471,6.5,1.2,99,5.8,W,Herðubreið
403,Monday,3/10/2016,15:39:05,63.954,-20.774,8.6,1.2,99,6.4,WNW,Þjórsárbrú
404,Monday,3/10/2016,14:37:41,64.771,-17.853,3.5,2.5,99,11.4,ENE,Nýidalur
405,Monday,3/10/2016,13:41:00,66.224,-17.232,9.6,0.8,99,20.8,NNE,Húsavík
406,Monday,3/10/2016,13:29:53,64.649,-17.438,4.3,1.8,99,4.3,ENE,Bárðarbunga
407,Monday,3/10/2016,13:24:22,64.618,-17.489,10.2,1.1,99,3.1,SE,Bárðarbunga
408,Monday,3/10/2016,13:06:55,63.62,-19.125,0.1,0.9,99,4.6,NNW,Hábunga
409,Monday,3/10/2016,12:08:28,63.58,-18.832,0.1,0.4,99,13.3,E,Hábunga
410,Monday,3/10/2016,12:01:55,65.078,-16.553,5.2,0.3,99,5.1,NNE,Dreki
411,Monday,3/10/2016,11:46:18,65.152,-16.432,6.4,0.9,99,4.6,WSW,Herðubreið
412,Monday,3/10/2016,10:06:43,63.875,-22.309,5.1,1.6,99,3.5,SSW,Fagradalsfjall
413,Monday,3/10/2016,10:06:15,63.58,-18.806,0.1,0.4,99,14.5,E,Hábunga
414,Monday,3/10/2016,10:03:02,63.981,-22.151,0.7,0.7,99,4.5,NNE,Keilir
415,Monday,3/10/2016,9:27:51,64.65,-17.359,0.2,2.1,99,8.1,E,Bárðarbunga
416,Monday,3/10/2016,9:02:05,65.033,-16.692,4.5,1,99,4.2,W,Dreki
417,Monday,3/10/2016,7:55:02,63.57,-18.79,0.1,0.5,99,15.4,E,Hábunga
418,Monday,3/10/2016,7:30:32,63.936,-20.765,3,0.5,99,5.5,W,Þjórsárbrú
419,Monday,3/10/2016,7:15:13,65.188,-16.266,6.7,1,99,1.7,WSW,Herðubreiðarlindir
420,Monday,3/10/2016,6:17:20,63.582,-18.819,0.8,0.8,99,13.9,E,Hábunga
421,Monday,3/10/2016,5:20:38,66.585,-17.8,1.1,1.4,99,10.4,ENE,Grímsey
422,Monday,3/10/2016,5:12:24,63.971,-22.168,4.2,2.1,99,3.3,N,Keilir
423,Monday,3/10/2016,2:57:50,63.891,-22.29,8.7,1.4,99,1.5,SSW,Fagradalsfjall
424,Monday,3/10/2016,2:55:53,66.629,-17.919,11.8,1.2,99,10.5,NNE,Grímsey
425,Monday,3/10/2016,2:15:28,63.867,-22.327,1.7,1.5,99,4.7,SSW,Fagradalsfjall
426,Monday,3/10/2016,1:48:44,64.645,-17.482,2.7,2.9,99,2.2,ENE,Bárðarbunga
427,Monday,3/10/2016,1:35:14,63.964,-20.145,7.6,1,99,10.1,SSE,Árnes
428,Monday,3/10/2016,1:09:13,64.685,-17.511,2.6,1.6,99,5,N,Bárðarbunga
429,Monday,3/10/2016,0:26:34,63.937,-20.763,2,1,99,5.4,W,Þjórsárbrú
430,Monday,3/10/2016,0:24:39,63.874,-22.313,3.6,1.4,99,3.7,SSW,Fagradalsfjall
431,Monday,3/10/2016,0:15:56,63.889,-22.299,6.9,1.8,99,1.9,SW,Fagradalsfjall
432,Monday,3/10/2016,0:15:25,63.882,-22.302,5.6,2.3,99,2.7,SSW,Fagradalsfjall
433,Monday,3/10/2016,0:12:29,63.883,-22.303,6,2.2,99,2.6,SSW,Fagradalsfjall
434,Monday,3/10/2016,23:46:10,65.867,-16.979,4.4,0.6,99,1.4,SW,Þeistareykir
435,Monday,3/10/2016,22:53:48,64.638,-17.418,2,2.5,99,5.2,E,Bárðarbunga
436,Monday,3/10/2016,22:19:54,64.581,-20.261,4.9,1.5,99,22.2,SSE,Eyjafjallajökull
437,Monday,3/10/2016,22:11:19,66.631,-18.007,15.7,0.8,99,10,N,Grímsey
438,Monday,3/10/2016,23:46:10,65.867,-16.979,4.4,0.6,99,1.4,SW,Þeistareykir
440,Monday,10/10/2016,21:46:06,63.616,-19.138,4.3,0.6,90.01,4.4,NNW,Hábunga
441,Monday,10/10/2016,19:08:30,63.625,-19.124,1.1,0.5,90.01,5.1,NNW,Hábunga
442,Monday,10/10/2016,16:56:19,65.026,-16.666,4.8,0.8,41.96,3.2,WSW,Dreki
443,Monday,10/10/2016,14:51:22,66.282,-18.672,9.4,0.9,99,19.7,NE,Siglufjörður
444,Monday,10/10/2016,14:45:51,66.78,-17.974,7.2,1.2,99,26.6,N,Grímsey
445,Monday,10/10/2016,12:29:44,63.623,-18.885,0.1,0.4,99,11.7,ENE,Hábunga
446,Monday,10/10/2016,12:27:42,65.168,-16.353,9.4,0.9,99,0.8,SSW,Herðubreið
447,Monday,10/10/2016,12:14:12,66.389,-17.061,12.3,0.8,99,28.9,WNW,Kópasker
448,Monday,10/10/2016,11:34:54,65.177,-16.341,8.4,0.5,99,0.5,NE,Herðubreið
449,Monday,10/10/2016,10:58:38,66.413,-17.177,10.4,0.8,99,34.6,WNW,Kópasker
450,Monday,10/10/2016,10:29:01,64.405,-17.295,1.7,1.8,99,1.1,W,Grímsfjall
451,Monday,10/10/2016,7:02:32,63.658,-19.065,0.1,1.5,99,8.8,NNE,Hábunga
452,Monday,10/10/2016,5:07:33,63.855,-22.31,2.5,1,67.26,5.6,SSW,Fagradalsfjall
453,Monday,10/10/2016,3:39:10,63.643,-19.304,0.1,0.6,99,2.7,W,Goðabunga
454,Monday,10/10/2016,0:37:13,66.583,-17.777,1.5,1.2,99,11.2,ENE,Grímsey
455,Monday,10/10/2016,0:35:55,66.634,-17.866,12.4,2.3,99,12.1,NNE,Grímsey
456,Monday,10/10/2016,0:28:05,63.649,-19.318,0.1,1.1,99,3.5,WNW,Goðabunga
457,Monday,10/10/2016,22:39:06,63.892,-22.071,5.4,1.4,99,0.6,NNW,Krýsuvík
458,Monday,10/10/2016,21:53:50,64.013,-20.414,9.2,0.2,99,8.6,WSW,Árnes
459,Monday,10/10/2016,21:46:05,63.622,-19.124,0.1,1.3,99,4.9,NNW,Hábunga
460,Monday,10/10/2016,21:02:15,65.086,-16.657,14.8,0.4,99,5.9,NNW,Dreki
461,Monday,10/10/2016,20:47:49,64.05,-21.355,3.4,0,99,2.5,NE,Hellisheiði
462,Monday,10/10/2016,19:36:27,63.946,-21.136,7.9,0.3,99,6.5,W,Selfoss
463,Monday,10/10/2016,19:09:26,63.83,-22.733,4.1,1.3,99,3.6,NNW,Reykjanestá
464,Monday,10/10/2016,19:08:30,63.624,-19.127,0.1,0.8,99,5.1,NNW,Hábunga
465,Monday,10/10/2016,18:31:19,63.92,-20.779,3.2,0.1,99,6.3,WSW,Þjórsárbrú
466,Monday,10/10/2016,16:56:19,65.03,-16.669,5.4,0.8,99,3.2,WSW,Dreki
467,Monday,10/10/2016,16:07:42,65.169,-16.359,7.1,0.5,99,0.7,SW,Herðubreið
468,Monday,10/10/2016,15:31:23,64.452,-17.352,2.5,0.8,99,6.5,NW,Grímsfjall
469,Monday,10/10/2016,14:51:22,66.282,-18.672,9.4,0.9,99,19.7,NE,Þeistareykir
470,Monday,10/10/2016,14:45:51,66.78,-17.974,7.2,1.3,99,26.6,N,Grímsey
471,Monday,10/10/2016,14:27:03,65.22,-16.339,9.7,0.4,99,5.1,N,Herðubreið
472,Monday,10/10/2016,12:29:44,63.623,-18.885,0.1,0.4,99,11.7,ENE,Hábunga
473,Monday,10/10/2016,12:27:42,65.168,-16.353,9.4,0.9,99,0.8,SSW,Herðubreið
474,Monday,10/10/2016,12:14:12,66.389,-17.061,12.3,0.8,99,28.9,WNW,Kópasker
475,Monday,10/10/2016,11:55:02,63.661,-19.077,0.1,1.9,99,8.8,ENE,Goðabunga
476,Monday,10/10/2016,11:34:54,65.177,-16.341,8.4,0.5,99,0.5,NE,Herðubreið
477,Monday,10/10/2016,11:20:20,65.028,-16.684,3.9,0.5,99,3.9,WSW,Dreki
478,Monday,10/10/2016,10:58:38,66.413,-17.177,10.4,0.8,99,34.6,WNW,Kópasker
479,Monday,10/10/2016,10:29:01,64.405,-17.295,1.7,1.8,99,1.1,W,Grímsfjall
480,Monday,10/10/2016,7:02:32,63.658,-19.065,0.1,1.5,99,8.8,NNE,Eyjafjallajökull
481,Monday,10/10/2016,5:07:33,63.855,-22.31,2.5,1,67.26,5.6,SSW,Fagradalsfjall
482,Monday,10/10/2016,3:39:10,63.643,-19.304,0.1,0.6,99,2.7,W,Goðabunga
483,Monday,10/10/2016,0:37:13,66.583,-17.777,1.5,1.2,99,11.2,ENE,Grímsey
484,Monday,10/10/2016,0:35:55,66.634,-17.866,12.4,2.3,99,12.1,NNE,Grímsey
485,Monday,10/10/2016,0:28:05,63.649,-19.318,0.1,1.1,99,3.5,WNW,Goðabunga
487,Saturday,1/10/2016,19:18:45,64.576,-20.284,4.3,1.3,35.93,22.4,SSE,Eyjafjallajökull
488,Saturday,1/10/2016,18:31:31,64.564,-20.287,2.9,1.7,90.02,23.7,SSE,Eyjafjallajökull
489,Saturday,1/10/2016,18:11:43,64.586,-20.261,4,1,55.19,21.6,SSE,Eyjafjallajökull
490,Saturday,1/10/2016,17:34:00,64.805,-16.902,5.1,0.7,50.74,14.7,E,Kistufell
491,Saturday,1/10/2016,17:20:31,64.819,-16.95,3.5,0.7,34.7,12.9,ENE,Kistufell
492,Saturday,1/10/2016,17:01:02,63.618,-19.1,0.1,2.6,99,4.3,N,Hábunga
493,Saturday,1/10/2016,17:00:00,64.588,-20.251,3.9,1.5,99,21.5,SSE,Eyjafjallajökull
494,Saturday,1/10/2016,16:43:09,64.588,-20.25,4,1.3,99,21.6,SSE,Eyjafjallajökull
495,Saturday,1/10/2016,16:37:51,63.934,-20.776,5.9,0.1,99,6,W,Þjórsárbrú
496,Saturday,1/10/2016,16:23:20,63.646,-19.346,0,2.2,99,4.8,W,Goðabunga
497,Saturday,1/10/2016,16:17:11,64.582,-20.276,4,0.9,43.89,21.8,SSE,Eyjafjallajökull
498,Saturday,1/10/2016,15:50:00,64.589,-20.256,3.2,1.3,99,21.3,SSE,Eyjafjallajökull
499,Saturday,1/10/2016,15:29:16,64.582,-20.281,4.1,1.9,99,21.7,SSE,Eyjafjallajökull
500,Saturday,1/10/2016,14:50:08,65.221,-16.336,5.3,0.9,99,5.3,N,Herðubreið
501,Saturday,1/10/2016,14:00:04,65.701,-16.802,2.7,0.5,99,2.5,WSW,Krafluvirkjun
502,Saturday,1/10/2016,13:36:59,64.816,-16.891,4.3,0.4,90.01,15.5,ENE,Kistufell
503,Saturday,1/10/2016,12:56:25,65.22,-16.332,7.5,0.7,99,5.2,N,Herðubreið
504,Saturday,1/10/2016,12:33:39,64.833,-16.856,2.4,0.1,99,17.6,ENE,Kistufell
505,Saturday,1/10/2016,12:24:34,64.807,-16.901,6.9,0.4,99,14.8,ENE,Kistufell
506,Saturday,1/10/2016,12:19:02,64.489,-17.772,3.8,1.3,99,1.8,E,Hamarinn
507,Saturday,1/10/2016,12:13:38,64.051,-21.371,3.1,0.1,99,2,NE,Hellisheiði
508,Saturday,1/10/2016,12:02:11,64.789,-17.533,4.4,0.4,99,15.4,W,Kistufell
509,Saturday,1/10/2016,11:00:12,63.895,-22.5,5.2,1.7,99,6.8,NNW,Grindaví­k
510,Saturday,1/10/2016,10:42:07,66.564,-17.708,10.7,1.2,99,13.6,E,Grímsey
511,Saturday,1/10/2016,10:36:53,65.222,-16.347,10,0.8,99,5.3,N,Herðubreið
512,Saturday,1/10/2016,10:21:51,63.864,-19.827,4.5,0.7,99,10.6,SW,Vatnajökull
513,Saturday,1/10/2016,10:16:48,67.177,-18.66,1.1,1.8,99,3.3,NNE,Kolbeinsey
514,Saturday,1/10/2016,10:16:47,67.056,-19.202,0.1,1.9,99,24.8,WSW,Kolbeinsey
515,Saturday,1/10/2016,10:15:59,67.152,-18.762,2.6,2.2,99,3.6,W,Kolbeinsey
516,Saturday,1/10/2016,10:15:58,67.149,-18.852,1.1,1.2,47.94,7.4,W,Kolbeinsey
517,Saturday,1/10/2016,10:08:18,67.154,-18.787,5,2.4,99,4.6,W,Kolbeinsey
518,Saturday,1/10/2016,10:01:14,67.12,-18.718,10,2.5,99,3.5,SSW,Kolbeinsey
519,Saturday,1/10/2016,9:37:34,64.577,-20.282,3.7,0.9,99,22.3,SSE,Eyjafjallajökull
520,Saturday,1/10/2016,9:33:08,67.168,-18.725,10,2.7,99,3,NW,Kolbeinsey
521,Saturday,1/10/2016,9:12:20,63.935,-20.762,2.6,0.1,99,5.4,W,Þjórsárbrú
522,Saturday,1/10/2016,9:00:09,63.625,-19.096,0.1,0.7,99,5,N,Hábunga
523,Saturday,1/10/2016,8:43:00,64.834,-16.868,8.4,0.6,99,17.2,ENE,Kistufell
524,Saturday,1/10/2016,8:36:06,63.619,-19.134,0.1,1.2,99,4.7,NNW,Hábunga
525,Saturday,1/10/2016,7:06:30,64.576,-20.287,4.1,1.2,99,22.3,SSE,Eyjafjallajökull
526,Saturday,1/10/2016,6:12:33,65.224,-16.343,6.8,1.6,99,5.5,N,Herðubreið
527,Saturday,1/10/2016,6:04:58,66.256,-16.738,7.1,0.8,99,13.7,WSW,Kópasker
528,Saturday,1/10/2016,5:55:17,64.814,-16.888,12.4,0.6,99,15.6,ENE,Kistufell
529,Saturday,1/10/2016,5:53:36,63.619,-19.101,0.1,0.4,99,4.3,N,Hábunga
530,Saturday,1/10/2016,5:39:44,63.62,-19.112,0.1,1.5,99,4.5,N,Hábunga
531,Saturday,1/10/2016,5:19:46,66.629,-17.918,10.7,1.1,99,10.5,NNE,Grímsey
532,Saturday,1/10/2016,5:10:21,63.624,-19.09,0.1,2,99,5,N,Hábunga
533,Saturday,1/10/2016,5:03:50,63.627,-19.11,0.1,0.6,99,5.2,N,Hábunga
534,Saturday,1/10/2016,4:58:08,63.545,-19.119,0.1,0.7,99,4,SSW,Hábunga
535,Saturday,1/10/2016,4:56:49,63.876,-22.292,1.1,0.5,99,3.1,SSW,Fagradalsfjall
536,Saturday,1/10/2016,4:27:08,65.224,-16.338,5.2,1.1,99,5.5,N,Herðubreið
537,Saturday,1/10/2016,4:25:28,63.869,-22.298,6.1,0.9,99,3.9,SSW,Fagradalsfjall
538,Saturday,1/10/2016,4:23:11,63.614,-19.106,0.1,1,99,3.8,N,Hábunga
539,Saturday,1/10/2016,4:06:28,63.624,-19.13,0.1,0.3,99,5.1,NNW,Hábunga
